Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province
685000,1180,APARTMENT,PENTHOUSE,JUST_RENOVATED,2,127.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Uccle,Brussels Capital
289000,8680,APARTMENT,APARTMENT,JUST_RENOVATED,3,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koekelare,Other
259000,5030,HOUSE,HOUSE,GOOD,3,154.0,0,0.0,1.0,200.0,3.0,0.0,0.0,Gembloux,Namur
429210,9052,APARTMENT,APARTMENT,GOOD,2,100.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Gent,East Flanders
314000,1770,APARTMENT,APARTMENT,GOOD,2,96.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Liedekerke,Flemish Brabant
229000,2500,HOUSE,HOUSE,GOOD,2,105.0,0,0.0,0.0,43.0,3.0,0.0,0.0,Lier,Antwerp
260000,9620,HOUSE,HOUSE,GOOD,3,219.0,0,0.0,0.0,375.0,3.0,0.0,0.0,Zottegem,East Flanders
375000,1440,APARTMENT,PENTHOUSE,AS_NEW,2,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Braine-le-Château,Walloon Brabant
340000,2150,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,4,270.0,0,0.0,0.0,156.0,2.0,0.0,0.0,Borsbeek,Antwerp
345000,8200,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Brugge,Other
315000,9100,HOUSE,HOUSE,TO_BE_DONE_UP,4,145.0,0,0.0,0.0,401.0,4.0,0.0,0.0,Sint-Niklaas,East Flanders
215000,2018,APARTMENT,APARTMENT,GOOD,1,53.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
560000,9000,HOUSE,HOUSE,GOOD,4,152.0,0,1.0,0.0,175.0,3.0,0.0,1.0,Gent,East Flanders
395000,9100,APARTMENT,APARTMENT,GOOD,3,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Niklaas,East Flanders
389000,1140,APARTMENT,APARTMENT,AS_NEW,2,86.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital
342000,9230,APARTMENT,DUPLEX,AS_NEW,2,172.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Wetteren,East Flanders
383011,9800,HOUSE,HOUSE,AS_NEW,3,148.0,0,0.0,0.0,313.0,3.0,0.0,0.0,Deinze,East Flanders
219000,6880,APARTMENT,APARTMENT,AS_NEW,2,92.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Bertrix,Luxembourg
117500,8500,APARTMENT,APARTMENT,TO_RENOVATE,1,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other
525000,9000,HOUSE,MIXED_USE_BUILDING,AS_NEW,4,198.0,0,1.0,0.0,79.0,2.0,0.0,0.0,Gent,East Flanders
260000,1140,APARTMENT,APARTMENT,GOOD,1,56.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital
350000,9940,APARTMENT,APARTMENT,AS_NEW,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders
219000,5000,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Namur,Namur
655000,1150,APARTMENT,APARTMENT,GOOD,3,170.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital
400000,1180,APARTMENT,APARTMENT,AS_NEW,3,130.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital
295000,8000,HOUSE,HOUSE,GOOD,2,90.0,0,1.0,0.0,55.0,3.0,0.0,0.0,Brugge,Other
415000,9090,APARTMENT,APARTMENT,JUST_RENOVATED,4,181.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Melle,East Flanders
222000,8400,APARTMENT,APARTMENT,GOOD,2,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
199000,5500,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur
329000,2640,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp
315000,9600,HOUSE,HOUSE,GOOD,3,195.0,0,1.0,1.0,393.0,3.0,0.0,0.0,Renaix,East Flanders
100000,6041,HOUSE,HOUSE,TO_RENOVATE,3,91.0,0,1.0,0.0,65.0,2.0,0.0,0.0,Charleroi,Hainaut
610000,1330,APARTMENT,APARTMENT,AS_NEW,3,131.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Rixensart,Walloon Brabant
335000,9900,APARTMENT,APARTMENT,GOOD,2,94.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders
536500,9800,HOUSE,VILLA,AS_NEW,3,192.0,1,1.0,0.0,432.0,4.0,0.0,0.0,Deinze,East Flanders
536500,9800,HOUSE,VILLA,AS_NEW,3,192.0,1,1.0,0.0,432.0,4.0,0.0,0.0,Deinze,East Flanders
139000,8400,APARTMENT,APARTMENT,GOOD,1,61.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
175000,1080,APARTMENT,APARTMENT,GOOD,1,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
126000,2060,APARTMENT,FLAT_STUDIO,GOOD,1,44.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
295000,2000,APARTMENT,APARTMENT,GOOD,1,68.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
360000,9880,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalter,East Flanders
410000,1050,APARTMENT,APARTMENT,GOOD,2,90.0,1,0.0,0.0,0.0,4.0,0.0,0.0,Ixelles,Brussels Capital
495000,1160,APARTMENT,APARTMENT,AS_NEW,2,94.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital
379900,9280,HOUSE,HOUSE,AS_NEW,4,172.0,0,0.0,0.0,679.0,4.0,0.0,0.0,Lebbeke,East Flanders
389000,1601,HOUSE,HOUSE,GOOD,3,160.0,1,1.0,0.0,200.0,2.0,0.0,0.0,Sint-Pieters-Leeuw,Flemish Brabant
270000,5024,APARTMENT,APARTMENT,GOOD,3,105.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Namur,Namur
309000,8200,APARTMENT,APARTMENT,AS_NEW,1,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other
139000,4671,APARTMENT,TRIPLEX,GOOD,1,126.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Blegny,Liège
280000,1150,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital
219000,2845,APARTMENT,APARTMENT,GOOD,2,90.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Niel,Antwerp
598000,8301,HOUSE,HOUSE,JUST_RENOVATED,3,146.0,0,1.0,0.0,170.0,3.0,0.0,0.0,Knokke-Heist,Other
180000,1070,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital
399000,9050,HOUSE,HOUSE,GOOD,4,136.0,1,1.0,0.0,83.0,2.0,0.0,0.0,Gent,East Flanders
375000,1200,APARTMENT,DUPLEX,TO_BE_DONE_UP,3,114.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Woluwe-Saint-Lambert,Brussels Capital
739000,8300,APARTMENT,APARTMENT,AS_NEW,3,90.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
759000,2550,HOUSE,HOUSE,GOOD,4,240.0,1,0.0,0.0,457.0,3.0,0.0,0.0,Kontich,Antwerp
550000,3001,HOUSE,HOUSE,TO_BE_DONE_UP,4,204.0,0,1.0,1.0,300.0,2.0,0.0,0.0,Leuven,Flemish Brabant
329950,9600,HOUSE,APARTMENT_BLOCK,GOOD,4,216.0,0,1.0,1.0,190.0,2.0,0.0,0.0,Renaix,East Flanders
290000,7800,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Ath,Hainaut
319000,4420,APARTMENT,DUPLEX,GOOD,4,145.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Saint-Nicolas,Liège
695000,1060,HOUSE,HOUSE,TO_BE_DONE_UP,4,255.0,0,1.0,1.0,157.0,2.0,0.0,0.0,Saint-Gilles,Brussels Capital
285000,4460,HOUSE,HOUSE,JUST_RENOVATED,3,105.0,0,1.0,1.0,360.0,2.0,0.0,0.0,Grâce-Hollogne,Liège
154000,2100,APARTMENT,APARTMENT,AS_NEW,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
219000,2000,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,66.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
180000,6950,HOUSE,HOUSE,TO_BE_DONE_UP,2,108.0,0,0.0,1.0,322.0,4.0,0.0,0.0,Nassogne,Luxembourg
156000,3700,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Tongeren,Limburg
329000,1050,APARTMENT,APARTMENT,AS_NEW,2,80.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital
265000,8530,HOUSE,HOUSE,GOOD,2,138.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Harelbeke,Other
790000,1050,APARTMENT,PENTHOUSE,AS_NEW,3,188.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
162000,8400,APARTMENT,APARTMENT,GOOD,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
149000,5500,HOUSE,TOWN_HOUSE,GOOD,3,150.0,0,1.0,1.0,78.0,2.0,0.0,0.0,Dinant,Namur
239000,8380,APARTMENT,APARTMENT,GOOD,2,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other
750000,2520,HOUSE,HOUSE,AS_NEW,4,215.0,0,1.0,1.0,645.0,4.0,1.0,0.0,Ranst,Antwerp
350000,9050,HOUSE,HOUSE,TO_RENOVATE,3,200.0,0,0.0,0.0,89.0,2.0,0.0,0.0,Gent,East Flanders
119000,6800,HOUSE,HOUSE,TO_RENOVATE,3,91.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Libramont-Chevigny,Luxembourg
337000,9800,HOUSE,HOUSE,AS_NEW,3,138.0,0,0.0,0.0,238.0,3.0,0.0,0.0,Deinze,East Flanders
290000,1030,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital
299500,8301,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
215000,9500,HOUSE,HOUSE,TO_BE_DONE_UP,4,183.0,0,1.0,0.0,410.0,2.0,0.0,0.0,Geraardsbergen,East Flanders
255000,4020,APARTMENT,GROUND_FLOOR,GOOD,3,107.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
229000,1070,APARTMENT,APARTMENT,GOOD,2,87.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital
135000,7900,HOUSE,HOUSE,GOOD,3,95.0,0,1.0,1.0,175.0,2.0,0.0,0.0,Leuze-en-Hainaut,Hainaut
325000,1300,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wavre,Walloon Brabant
160000,4102,HOUSE,HOUSE,GOOD,2,85.0,0,1.0,1.0,75.0,2.0,0.0,0.0,Seraing,Liège
279000,2880,HOUSE,HOUSE,TO_RENOVATE,4,233.0,0,1.0,0.0,477.0,3.0,0.0,0.0,Bornem,Antwerp
275000,1420,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant
284000,2020,HOUSE,TOWN_HOUSE,GOOD,2,112.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
309000,1428,HOUSE,COUNTRY_COTTAGE,TO_BE_DONE_UP,3,136.0,0,1.0,1.0,279.0,3.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant
289000,1040,APARTMENT,APARTMENT,GOOD,1,79.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital
279000,3270,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Scherpenheuvel-Zichem,Flemish Brabant
379000,3020,HOUSE,HOUSE,GOOD,4,118.0,0,1.0,0.0,188.0,3.0,0.0,0.0,Herent,Flemish Brabant
465000,8310,HOUSE,TOWN_HOUSE,AS_NEW,3,208.0,0,1.0,0.0,360.0,3.0,0.0,0.0,Brugge,Other
399000,9000,APARTMENT,APARTMENT,AS_NEW,2,106.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
175000,4540,HOUSE,HOUSE,TO_RENOVATE,2,85.0,0,1.0,1.0,380.0,3.0,0.0,0.0,Amay,Liège
209000,2060,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,56.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
470000,1000,APARTMENT,APARTMENT,AS_NEW,2,104.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
164900,7134,HOUSE,HOUSE,GOOD,4,130.0,0,0.0,0.0,181.0,2.0,0.0,0.0,Binche,Hainaut
599000,8400,APARTMENT,APARTMENT,AS_NEW,3,129.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
189000,1080,APARTMENT,APARTMENT,GOOD,2,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital
349000,1410,APARTMENT,APARTMENT,AS_NEW,3,122.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Waterloo,Walloon Brabant
299000,1495,APARTMENT,APARTMENT,AS_NEW,2,108.0,1,1.0,0.0,0.0,3.0,0.0,0.0,Villers-la-Ville,Walloon Brabant
239000,4800,HOUSE,HOUSE,TO_BE_DONE_UP,4,197.0,0,0.0,1.0,210.0,2.0,0.0,0.0,Verviers,Liège
109000,4020,APARTMENT,FLAT_STUDIO,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
215500,2950,APARTMENT,APARTMENT,GOOD,1,57.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Kapellen,Antwerp
599000,8300,APARTMENT,APARTMENT,GOOD,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
325000,2820,APARTMENT,APARTMENT,GOOD,1,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Bonheiden,Antwerp
469000,2018,APARTMENT,GROUND_FLOOR,GOOD,2,104.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
699000,8300,APARTMENT,APARTMENT,GOOD,2,102.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
250000,8000,HOUSE,HOUSE,TO_BE_DONE_UP,4,129.0,0,0.0,0.0,156.0,3.0,0.0,0.0,Brugge,Other
249000,8000,APARTMENT,APARTMENT,AS_NEW,2,73.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Brugge,Other
219000,4020,APARTMENT,APARTMENT,AS_NEW,2,87.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
560000,1050,APARTMENT,DUPLEX,AS_NEW,2,134.0,1,1.0,0.0,0.0,3.0,0.0,0.0,Ixelles,Brussels Capital
459000,2560,HOUSE,HOUSE,AS_NEW,4,186.0,1,1.0,0.0,577.0,3.0,0.0,0.0,Nijlen,Antwerp
270000,4420,HOUSE,BUNGALOW,GOOD,2,90.0,0,1.0,1.0,223.0,3.0,0.0,0.0,Saint-Nicolas,Liège
310000,7534,HOUSE,HOUSE,GOOD,3,183.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Tournai,Hainaut
259000,1800,APARTMENT,APARTMENT,GOOD,2,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Vilvoorde,Flemish Brabant
332800,2640,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Mortsel,Antwerp
289000,8790,HOUSE,HOUSE,TO_BE_DONE_UP,4,214.0,0,0.0,1.0,554.0,3.0,0.0,0.0,Waregem,Other
495000,1160,APARTMENT,APARTMENT,AS_NEW,2,94.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Auderghem,Brussels Capital
515000,1050,APARTMENT,PENTHOUSE,GOOD,2,103.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
292000,2350,APARTMENT,GROUND_FLOOR,GOOD,1,72.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Vosselaar,Antwerp
775000,8670,APARTMENT,PENTHOUSE,GOOD,4,161.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koksijde,Other
685000,3010,HOUSE,HOUSE,AS_NEW,3,215.0,0,1.0,0.0,390.0,2.0,0.0,0.0,Leuven,Flemish Brabant
295000,1180,APARTMENT,APARTMENT,GOOD,1,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital
569000,9000,HOUSE,HOUSE,GOOD,3,157.0,0,0.0,1.0,156.0,3.0,0.0,0.0,Gent,East Flanders
189000,5300,APARTMENT,APARTMENT,GOOD,1,70.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Andenne,Namur
535000,9890,HOUSE,HOUSE,AS_NEW,3,200.0,1,1.0,1.0,366.0,3.0,0.0,0.0,Gavere,East Flanders
199000,8530,HOUSE,HOUSE,AS_NEW,3,120.0,0,1.0,0.0,50.0,2.0,0.0,0.0,Harelbeke,Other
325000,9051,APARTMENT,APARTMENT,GOOD,1,81.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
265000,9690,HOUSE,HOUSE,JUST_RENOVATED,3,115.0,0,1.0,1.0,182.0,3.0,0.0,0.0,Kluisbergen,East Flanders
299000,2830,HOUSE,HOUSE,GOOD,3,165.0,0,0.0,0.0,307.0,2.0,0.0,0.0,Willebroek,Antwerp
549000,2800,HOUSE,HOUSE,GOOD,4,181.0,0,0.0,0.0,143.0,2.0,0.0,0.0,Mechelen,Antwerp
159000,4000,HOUSE,HOUSE,GOOD,3,87.0,0,1.0,1.0,84.0,2.0,0.0,0.0,Liège,Liège
499000,2000,APARTMENT,APARTMENT,GOOD,2,137.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
229000,8450,APARTMENT,APARTMENT,GOOD,2,75.0,1,1.0,0.0,0.0,2.0,1.0,1.0,Bredene,Other
99000,4960,APARTMENT,DUPLEX,AS_NEW,2,56.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Malmedy,Liège
239000,4030,HOUSE,HOUSE,GOOD,3,130.0,0,1.0,1.0,315.0,2.0,0.0,0.0,Liège,Liège
300000,9255,APARTMENT,DUPLEX,AS_NEW,2,116.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Buggenhout,East Flanders
649000,2000,APARTMENT,GROUND_FLOOR,AS_NEW,1,160.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
199900,3300,APARTMENT,APARTMENT,GOOD,1,52.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Tienen,Other
198000,8900,APARTMENT,APARTMENT,GOOD,1,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ieper,Other
479000,9140,HOUSE,VILLA,AS_NEW,4,172.0,0,1.0,0.0,283.0,4.0,0.0,0.0,Temse,East Flanders
795000,8301,APARTMENT,APARTMENT,TO_RENOVATE,4,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
425000,2520,HOUSE,HOUSE,GOOD,3,136.0,0,0.0,0.0,711.0,4.0,0.0,0.0,Ranst,Antwerp
394500,9000,APARTMENT,APARTMENT,GOOD,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
480000,9040,HOUSE,HOUSE,GOOD,3,136.0,0,1.0,1.0,264.0,3.0,0.0,0.0,Gent,East Flanders
414700,8830,HOUSE,HOUSE,GOOD,4,223.0,0,1.0,0.0,261.0,3.0,0.0,0.0,Hooglede,Other
445000,1200,APARTMENT,APARTMENT,AS_NEW,3,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital
99000,8680,HOUSE,HOUSE,TO_BE_DONE_UP,1,94.0,0,0.0,0.0,63.0,2.0,0.0,0.0,Koekelare,Other
299000,2610,HOUSE,HOUSE,AS_NEW,3,132.0,0,0.0,1.0,145.0,2.0,0.0,0.0,Antwerpen,Antwerp
194900,2600,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
695000,2550,APARTMENT,APARTMENT,GOOD,4,240.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kontich,Antwerp
469000,3550,HOUSE,HOUSE,AS_NEW,3,190.0,1,1.0,0.0,390.0,3.0,0.0,0.0,Heusden-Zolder,Limburg
399000,2360,HOUSE,HOUSE,GOOD,4,160.0,0,1.0,0.0,405.0,3.0,0.0,0.0,Oud-Turnhout,Antwerp
230000,3300,APARTMENT,PENTHOUSE,TO_RENOVATE,4,131.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Tienen,Other
169000,2100,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,89.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
152000,1090,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,45.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Jette,Brussels Capital
364000,9800,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders
75000,6030,HOUSE,HOUSE,GOOD,2,75.0,0,1.0,0.0,120.0,2.0,0.0,0.0,Charleroi,Hainaut
355000,6210,HOUSE,HOUSE,GOOD,4,123.0,0,1.0,0.0,209.0,3.0,0.0,0.0,Les Bons Villers,Hainaut
315000,1081,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,95.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Koekelberg,Brussels Capital
219000,4100,HOUSE,HOUSE,GOOD,3,90.0,0,1.0,1.0,285.0,3.0,0.0,0.0,Seraing,Liège
540000,1200,APARTMENT,APARTMENT,AS_NEW,2,112.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital
227749,1130,APARTMENT,APARTMENT,AS_NEW,1,66.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Bruxelles,Brussels Capital
145000,9600,HOUSE,HOUSE,TO_RENOVATE,3,241.0,0,0.0,1.0,450.0,3.0,0.0,0.0,Renaix,East Flanders
155000,6900,APARTMENT,APARTMENT,AS_NEW,1,63.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Marche-en-Famenne,Luxembourg
299000,8020,APARTMENT,APARTMENT,GOOD,3,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostkamp,Other
319000,1800,HOUSE,HOUSE,TO_RENOVATE,3,165.0,0,0.0,1.0,272.0,2.0,0.0,0.0,Vilvoorde,Flemish Brabant
425000,1200,APARTMENT,APARTMENT,AS_NEW,2,119.0,1,0.0,0.0,0.0,3.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital
315000,1300,APARTMENT,APARTMENT,GOOD,1,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wavre,Walloon Brabant
189000,4130,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,99.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Esneux,Liège
168000,8500,APARTMENT,FLAT_STUDIO,TO_BE_DONE_UP,1,45.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other
79500,9600,HOUSE,MIXED_USE_BUILDING,GOOD,1,28.0,0,0.0,0.0,28.0,2.0,0.0,0.0,Renaix,East Flanders
425000,9000,APARTMENT,APARTMENT,GOOD,3,127.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
249000,8434,APARTMENT,APARTMENT,JUST_RENOVATED,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
535000,8301,HOUSE,MANSION,AS_NEW,4,210.0,0,0.0,0.0,72.0,4.0,0.0,0.0,Knokke-Heist,Other
169000,4801,HOUSE,HOUSE,TO_BE_DONE_UP,2,85.0,0,1.0,1.0,347.0,4.0,0.0,0.0,Verviers,Liège
180000,6280,HOUSE,HOUSE,GOOD,3,154.0,0,0.0,0.0,277.0,3.0,0.0,0.0,Gerpinnes,Hainaut
210000,4100,HOUSE,HOUSE,JUST_RENOVATED,3,199.0,0,1.0,1.0,450.0,3.0,0.0,0.0,Seraing,Liège
569000,2070,HOUSE,HOUSE,AS_NEW,4,211.0,0,0.0,0.0,269.0,3.0,1.0,0.0,Zwijndrecht,Antwerp
625000,8300,APARTMENT,APARTMENT,GOOD,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
445000,9000,APARTMENT,APARTMENT,JUST_RENOVATED,2,105.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
340000,9800,APARTMENT,APARTMENT,AS_NEW,2,95.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders
569000,3920,APARTMENT,APARTMENT,AS_NEW,3,143.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Lommel,Limburg
340800,2800,APARTMENT,APARTMENT,GOOD,2,96.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Mechelen,Antwerp
475000,1400,HOUSE,TOWN_HOUSE,GOOD,3,209.0,1,0.0,0.0,375.0,2.0,0.0,0.0,Nivelles,Walloon Brabant
309000,2070,APARTMENT,GROUND_FLOOR,AS_NEW,2,80.0,0,1.0,1.0,0.0,3.0,0.0,1.0,Zwijndrecht,Antwerp
665000,2500,HOUSE,HOUSE,AS_NEW,4,288.0,1,1.0,1.0,265.0,2.0,0.0,0.0,Lier,Antwerp
390000,9040,APARTMENT,APARTMENT,GOOD,4,210.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
360000,9500,HOUSE,HOUSE,GOOD,4,170.0,0,0.0,0.0,305.0,2.0,0.0,0.0,Geraardsbergen,East Flanders
379000,9000,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,3,138.0,0,1.0,0.0,78.0,2.0,0.0,0.0,Gent,East Flanders
259000,9000,APARTMENT,APARTMENT,GOOD,1,46.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
179000,4400,HOUSE,HOUSE,GOOD,2,108.0,0,1.0,1.0,340.0,3.0,0.0,0.0,Flémalle,Liège
315000,1850,HOUSE,HOUSE,GOOD,2,163.0,0,0.0,0.0,195.0,3.0,0.0,0.0,Grimbergen,Flemish Brabant
